Application,Buyer_Name,Headquarters_Location,Manufacturing_Locations,Contact_Information,Website,Review_Score,Annual_Volume_kg,Annual_Revenue_USD,Established_Year,Employee_Count,Procurement_Contact,Required_Certifications,Typical_Lead_Time_Days,Payment_Terms,Contract_Duration_Months,Quality_Standards,Sustainability_Commitment,Supply_Chain_Tier,Recent_Growth_Rate
Germanium junction tunneling devices,IHP Microelectronics,"Frankfurt (Oder), Germany","Frankfurt (Oder) (Germany), Berlin (Germany)",procurement@ihp-microelectronics.com,www.ihp-microelectronics.com,4.5,65,"$120,000,000",1991,350,"Dr. Bernd Tillack, +49-335-5625-0","ISO 9001, ISO 14001",21,"Net 30",12,"ISO 9001:2015, ISO 14001","Environmental management, Energy-saving fab",1,15.8%
Germanium junction tunneling devices,TSMC,"Hsinchu, Taiwan","Hsinchu (Taiwan), Tainan (Taiwan), San Jose (USA), Munich (Germany)",procurement@tsmc.com,www.tsmc.com,4.9,200,"$73,600,000,000",1987,65000,"Dr. C.C. Wei, +886-3-563-6688","ISO 9001, ISO 14001, IATF 16949",45,"Net 60",18,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Green manufacturing, Net Zero emissions 2050",1,4.5%
Germanium junction tunneling devices,Chinese Academy of Sciences (Institute of Semiconductors),"Beijing, China","Beijing (China), Shanghai (China), Shenzhen (China)",procurement@semi.ac.cn,www.semi.ac.cn,4.6,90,"$450,000,000",1956,2000,"Dr. Hou Yang, +86-10-8230-4000","ISO 9001, ISO 14001",45,"Net 60",12,"ISO 9001:2015, ISO 14001","Green tech strategy, Energy-efficient labs",1,11.2%
Germanium junction tunneling devices,CEA-Leti,"Grenoble, France","Grenoble (France), Paris (France), Tokyo (Japan)",procurement@cea.fr,www.leti-cea.com,4.7,75,"$580,000,000",1967,1900,"Dr. Emmanuel Sabonnadiere, +33-4-3878-4414","ISO 9001, ISO 14001",21,"Net 30",12,"ISO 9001:2015, ISO 14001","Environmental leadership, Energy management",1,8.9%
Ultrafast photonic switches,Cisco Systems,"San Jose, California, USA","San Jose (USA), Bangalore (India), Research Triangle Park (USA), Singapore",procurement@cisco.com,www.cisco.com,4.8,180,"$51,600,000,000",1984,80000,"Chuck Robbins, +1-408-526-4000","ISO 9001, ISO 14001, ISO 27001",30,"Net 45",12,"ISO 9001:2015, ISO 14001, ISO 27001:2013","Net Zero commitment, Circular design",1,5.2%
Ultrafast photonic switches,Nokia Bell Labs,"Murray Hill, New Jersey, USA","Murray Hill (USA), Cambridge (UK), Espoo (Finland), Stuttgart (Germany)",procurement@nokia.com,www.bell-labs.com,4.7,110,"$23,300,000,000",1925,98000,"Pekka Lundmark, +1-908-582-3000","ISO 9001, ISO 14001, ISO 27001",30,"Net 45",12,"ISO 9001:2015, ISO 14001, ISO 27001:2013","Science-based carbon targets, Eco-design",1,6.8%
Ultrafast photonic switches,Keysight Technologies,"Santa Rosa, California, USA","Santa Rosa (USA), Colorado Springs (USA), Penang (Malaysia), Boeblingen (Germany)",procurement@keysight.com,www.keysight.com,4.7,85,"$4,900,000,000",2014,14000,"Ron Nersesian, +1-707-577-2663","ISO 9001, ISO 14001, ISO 17025",30,"Net 45",12,"ISO 9001:2015, ISO 14001, ISO 17025","Net Zero initiative, Resource efficiency",1,7.5%
Ultrafast photonic switches,Infinera Corporation,"Sunnyvale, California, USA","Sunnyvale (USA), Ottawa (Canada), Allentown (USA), Stockholm (Sweden)",procurement@infinera.com,www.infinera.com,4.6,100,"$1,420,000,000",2000,3200,"David Heard, +1-408-572-5200","ISO 9001, ISO 14001",30,"Net 45",12,"ISO 9001:2015, ISO 14001","Sustainable telecom, Energy efficient systems",1,8.4%
Ultrafast photonic switches,ADVA Optical Networking,"Munich, Germany","Munich (Germany), Meiningen (Germany), New York (USA), Shenzhen (China)",procurement@adva.com,www.adva.com,4.6,85,"$650,000,000",1994,1900,"Brian Protiva, +49-89-890-665-0","ISO 9001, ISO 14001, ISO 27001",21,"Net 30",12,"ISO 9001:2015, ISO 14001, ISO 27001:2013","Science-based targets, Green telecom",1,11.2%
Ultrafast photonic switches,Huawei Technologies,"Shenzhen, China","Shenzhen (China), Dongguan (China), Hangzhou (China), Munich (Germany)",procurement@huawei.com,www.huawei.com,4.7,190,"$136,700,000,000",1987,195000,"Ren Zhengfei, +86-755-2878-0808","ISO 9001, ISO 14001, ISO 27001",45,"Net 60",18,"ISO 9001:2015, ISO 14001, ISO 27001:2013","Carbon neutral operations, Green 5G",1,4.8%
Ultrafast photonic switches,Fujitsu Network Communications,"Richardson, Texas, USA","Richardson (USA), Tokyo (Japan), London (UK), Munich (Germany)",procurement@fnc.fujitsu.com,www.fujitsu.com/us/products/network,4.6,95,"$36,200,000,000",1935,130000,"Takahito Tokita, +1-800-777-3536","ISO 9001, ISO 14001, ISO 27001",30,"Net 45",12,"ISO 9001:2015, ISO 14001, ISO 27001:2013","Fujitsu Climate and Energy Vision, Water conservation",1,5.7%
Ultrafast photonic switches,Ciena Corporation,"Hanover, Maryland, USA","Hanover (USA), Ottawa (Canada), Gurgaon (India), London (UK)",procurement@ciena.com,www.ciena.com,4.7,110,"$3,600,000,000",1992,7500,"Gary Smith, +1-410-694-5700","ISO 9001, ISO 14001, ISO 27001",30,"Net 45",12,"ISO 9001:2015, ISO 14001, ISO 27001:2013","Sustainable network innovation, Energy reduction",1,8.3%
Ultrafast photonic switches,ZTE Corporation,"Shenzhen, China","Shenzhen (China), Nanjing (China), Shanghai (China), Richardson (USA)",procurement@zte.com.cn,www.zte.com.cn,4.5,140,"$13,100,000,000",1985,68000,"Li Zixue, +86-755-2677-0000","ISO 9001, ISO 14001, ISO 27001",45,"Net 60",12,"ISO 9001:2015, ISO 14001, ISO 27001:2013","Green 5G strategy, Circular economy practices",1,6.1%
High-performance computing memory,Samsung Electronics,"Suwon, South Korea","Suwon (South Korea), Austin (USA), Xian (China), Hwaseong (South Korea)",procurement@samsung.com,www.samsung.com/semiconductor,4.8,250,"$230,400,000,000",1969,320000,"Kim Ki-nam, +82-31-200-1114","ISO 9001, ISO 14001, IATF 16949",45,"Net 60",18,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Carbon neutrality goal, Water recycling",1,4.2%
High-performance computing memory,SK hynix,"Icheon, South Korea","Icheon (South Korea), Wuxi (China), Chongqing (China), San Jose (USA)",procurement@skhynix.com,www.skhynix.com,4.7,220,"$36,000,000,000",1983,35000,"Lee Seok-Hee, +82-31-630-4114","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",18,"ISO 9001:2015, ISO 14001, IATF 16949:2016","ECO Alliance 2030, Green fab operations",1,5.6%
High-performance computing memory,Micron Technology,"Boise, Idaho, USA","Boise (USA), Manassas (USA), Singapore, Taichung (Taiwan)",procurement@micron.com,www.micron.com,4.7,200,"$30,800,000,000",1978,48000,"Sanjay Mehrotra, +1-208-368-4000","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",12,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Net-zero operations, Water conservation",1,6.3%
High-performance computing memory,Intel Corporation,"Santa Clara, California, USA","Santa Clara (USA), Hillsboro (USA), Kiryat Gat (Israel), Dalian (China)",procurement@intel.com,www.intel.com,4.8,180,"$79,000,000,000",1968,121000,"Pat Gelsinger, +1-408-765-8080","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",12,"ISO 9001:2015, ISO 14001, IATF 16949:2016","RISE 2030 strategy, Sustainable manufacturing",1,3.8%
High-performance computing memory,Western Digital,"San Jose, California, USA","San Jose (USA), Irvine (USA), Bangkok (Thailand), Shanghai (China)",procurement@wdc.com,www.westerndigital.com,4.6,120,"$16,700,000,000",1970,65000,"David Goeckeler, +1-408-717-6000","ISO 9001, ISO 14001, ISO 27001",30,"Net 45",12,"ISO 9001:2015, ISO 14001, ISO 27001:2013","Energy and carbon reduction, Circular economy",1,7.5%
High-performance computing memory,Fujitsu,"Tokyo, Japan","Tokyo (Japan), Kawasaki (Japan), Munich (Germany), Richardson (USA)",procurement@fujitsu.com,www.fujitsu.com,4.6,110,"$36,200,000,000",1935,130000,"Takahito Tokita, +81-3-6252-2220","ISO 9001, ISO 14001, ISO 27001",30,"Net 45",12,"ISO 9001:2015, ISO 14001, ISO 27001:2013","Climate and Energy Vision, Sustainable manufacturing",1,5.7%
High-performance computing memory,Huawei Technologies,"Shenzhen, China","Shenzhen (China), Shanghai (China), Munich (Germany), Singapore",procurement@huawei.com,www.huawei.com,4.7,160,"$136,700,000,000",1987,195000,"Ren Zhengfei, +86-755-2878-0808","ISO 9001, ISO 14001, ISO 27001",45,"Net 60",18,"ISO 9001:2015, ISO 14001, ISO 27001:2013","Carbon neutrality initiatives, Tech for better planet",1,4.8%
High-performance computing memory,Winbond Electronics,"Taichung, Taiwan","Taichung (Taiwan), Hsinchu (Taiwan), San Jose (USA), Munich (Germany)",procurement@winbond.com,www.winbond.com,4.5,90,"$1,900,000,000",1987,3200,"Arthur Chiao, +886-3-567-8168","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",12,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Green memory manufacturing, Energy efficiency",1,9.6%
High-performance computing memory,Kioxia (formerly Toshiba Memory),"Tokyo, Japan","Tokyo (Japan), Yokkaichi (Japan), San Jose (USA), Düsseldorf (Germany)",procurement@kioxia.com,www.kioxia.com,4.7,130,"$14,100,000,000",2018,12000,"Nobuo Hayasaka, +81-3-6478-2300","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",12,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Environmental vision, Energy conservation",1,7.4%
Topological insulator materials,Microsoft Research Quantum,"Redmond, Washington, USA","Redmond (USA), Copenhagen (Denmark), Sydney (Australia), Delft (Netherlands)",procurement@microsoft.com,www.microsoft.com/quantum,4.8,65,"$168,100,000,000",1975,180000,"Dr. Krysta Svore, +1-425-882-8080","ISO 9001, ISO 14001, ISO 27001",30,"Net 45",12,"ISO 9001:2015, ISO 14001, ISO 27001:2013","Carbon negative by 2030, Zero waste commitment",1,5.2%
Topological insulator materials,IBM Quantum,"Yorktown Heights, New York, USA","Yorktown Heights (USA), Zurich (Switzerland), Tokyo (Japan), Melbourne (Australia)",procurement@us.ibm.com,www.research.ibm.com/quantum,4.9,70,"$73,600,000,000",1945,350000,"Dr. Jay Gambetta, +1-914-945-3000","ISO 9001, ISO 14001, ISO 27001",30,"Net 45",12,"ISO 9001:2015, ISO 14001, ISO 27001:2013","Net Zero GHG 2030, Water conservation",1,3.6%
Topological insulator materials,QuTech (Delft University),"Delft, Netherlands","Delft (Netherlands), Leiden (Netherlands)",procurement@qutech.nl,www.qutech.nl,4.7,40,"$120,000,000",2014,400,"Dr. Lieven Vandersypen, +31-15-278-6000","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Dutch green quantum initiative, Energy conservation",2,32.7%
Topological insulator materials,Google Quantum AI,"Santa Barbara, California, USA","Santa Barbara (USA), Mountain View (USA), London (UK), Zürich (Switzerland)",procurement@google.com,www.research.google/quantum,4.8,60,"$257,600,000,000",1998,135000,"Dr. Hartmut Neven, +1-650-253-0000","ISO 9001, ISO 14001, ISO 27001",30,"Net 45",12,"ISO 9001:2015, ISO 14001, ISO 27001:2013","Carbon free by 2030, Circular economy program",1,4.3%
Topological insulator materials,Tokyo University of Science (Quantum Materials Lab),"Tokyo, Japan","Tokyo (Japan), Chiba (Japan)",procurement@rs.tus.ac.jp,www.tus.ac.jp/en/,4.6,35,"$185,000,000",1881,1200,"Dr. Hideo Hosono, +81-3-3260-4271","ISO 9001",30,"Net 30",6,"ISO 9001:2015","Japanese green science initiative, Low carbon labs",2,14.5%
Topological insulator materials,Purdue Quantum Science and Engineering Institute,"West Lafayette, Indiana, USA","West Lafayette (USA), Indianapolis (USA)",procurement@purdue.edu,www.purdue.edu/qsei,4.7,30,"$205,000,000",2018,250,"Dr. Michael Manfra, +1-765-494-4600","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Sustainable research policy, Energy efficient facilities",2,26.8%
Topological insulator materials,Majorana Quantum Materials Group (TU Delft),"Delft, Netherlands","Delft (Netherlands), Leiden (Netherlands)",procurement@tudelft.nl,www.tudelft.nl/en/faculty-of-applied-sciences/research/quantum-nanoscience,4.6,25,"$110,000,000",1985,120,"Prof. Leo Kouwenhoven, +31-15-278-1000","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Dutch sustainable campus, Carbon neutral research",2,23.5%
Topological insulator materials,Beijing National Laboratory for Condensed Matter Physics,"Beijing, China","Beijing (China), Shanghai (China)",procurement@iphy.ac.cn,www.iphy.ac.cn,4.5,45,"$185,000,000",1950,800,"Prof. Qi-Kun Xue, +86-10-8264-8008","ISO 9001, ISO 14001",45,"Net 60",12,"ISO 9001:2015, ISO 14001","Chinese green science policy, Energy efficient lab",1,17.5%
Topological insulator materials,Max Planck Institute for the Physics of Complex Systems,"Dresden, Germany","Dresden (Germany), Stuttgart (Germany)",procurement@mpipks-dresden.mpg.de,www.mpipks-dresden.mpg.de,4.7,35,"$150,000,000",1996,300,"Prof. Jan-Michael Rost, +49-351-871-1100","ISO 9001, ISO 14001",21,"Net 30",6,"ISO 9001:2015, ISO 14001","German sustainability strategy, Green laboratory practices",1,12.8%
Spintronic memory devices,Samsung Electronics,"Suwon, South Korea","Suwon (South Korea), Austin (USA), Hwaseong (South Korea), San Jose (USA)",procure.semi@samsung.com,www.samsung.com/semiconductor,4.9,180,"$230,400,000,000",1969,320000,"Jung-bae Lee, +82-31-200-1114","ISO 9001, ISO 14001, IATF 16949",45,"Net 45",18,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Carbon neutrality by 2050, Circular economy initiatives",1,4.2%
Spintronic memory devices,IBM Research,"Yorktown Heights, New York, USA","Yorktown Heights (USA), Almaden (USA), Zurich (Switzerland), Tokyo (Japan)",procure@us.ibm.com,www.research.ibm.com,4.8,140,"$73,600,000,000",1911,350000,"Dr. Dario Gil, +1-914-945-3000","ISO 9001, ISO 14001, ISO 27001",30,"Net 45",12,"ISO 9001:2015, ISO 14001, ISO 27001:2013","Net Zero GHG emissions, Sustainable computing",1,3.6%
Spintronic memory devices,Intel Corporation,"Santa Clara, California, USA","Santa Clara (USA), Hillsboro (USA), Chandler (USA), Leixlip (Ireland)",procurement@intel.com,www.intel.com,4.8,170,"$79,000,000,000",1968,121000,"Patrick Gelsinger, +1-408-765-8080","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",12,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Intel RISE 2030 strategy, Circular economy design",1,3.8%
Spintronic memory devices,Tohoku University (CSIS),"Sendai, Japan","Sendai (Japan), Tokyo (Japan)",procurement@csis.tohoku.ac.jp,www.csis.tohoku.ac.jp,4.7,40,"$220,000,000",1907,5600,"Prof. Hideo Ohno, +81-22-795-3919","ISO 9001",30,"Net 30",6,"ISO 9001:2015","Japanese green initiatives, Low-carbon research",2,15.2%
Spintronic memory devices,Everspin Technologies,"Chandler, Arizona, USA","Chandler (USA), Austin (USA), Hsinchu (Taiwan)",procurement@everspin.com,www.everspin.com,4.5,60,"$47,000,000",2008,80,"Kevin Conley, +1-480-347-1001","ISO 9001, ISO 14001",21,"Net 30",12,"ISO 9001:2015, ISO 14001","Energy efficient design, Water conservation",2,22.5%
Spintronic memory devices,IMEC,"Leuven, Belgium","Leuven (Belgium), Eindhoven (Netherlands), San Francisco (USA), Hsinchu (Taiwan)",procurement@imec.be,www.imec-int.com,4.7,55,"$750,000,000",1984,4500,"Luc Van den hove, +32-16-281-211","ISO 9001, ISO 14001, ISO 17025",21,"Net 30",12,"ISO 9001:2015, ISO 14001, ISO 17025","European sustainability targets, Green lab certification",1,13.6%
Spintronic memory devices,Toshiba Electronic Devices & Storage,"Tokyo, Japan","Tokyo (Japan), Yokohama (Japan), San Jose (USA), Shanghai (China)",procurement@toshiba.co.jp,www.toshiba.co.jp/worldwide,4.6,120,"$17,500,000,000",1939,20000,"Hiroshi Fukuchi, +81-3-3457-3000","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",12,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Environmental vision 2050, Green semiconductor manufacturing",1,6.3%
Spintronic memory devices,NXP Semiconductors,"Eindhoven, Netherlands","Eindhoven (Netherlands), Hamburg (Germany), Austin (USA), Bangalore (India)",procurement@nxp.com,www.nxp.com,4.7,130,"$11,060,000,000",2006,31000,"Kurt Sievers, +31-40-272-9999","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",12,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Smart, secure, connected solutions with low power usage",1,7.2%
Spintronic memory devices,Quantum Materials Group (TU Munich),"Munich, Germany","Munich (Germany), Garching (Germany)",procurement@tum.de,www.ph.tum.de/research/quantum-spintronics,4.6,30,"$180,000,000",1992,250,"Prof. Rudolf Gross, +49-89-289-53700","ISO 9001",21,"Net 30",6,"ISO 9001:2015","German green science initiatives, Sustainable lab protocols",2,18.5%
Quantum dot optical devices,Samsung Display,"Yongin, South Korea","Yongin (South Korea), San Jose (USA), Shenzhen (China), Tokyo (Japan)",procurement@samsungdisplay.com,www.samsungdisplay.com,4.8,150,"$26,800,000,000",2012,65000,"Choi Joo-sun, +82-31-5181-1114","ISO 9001, ISO 14001, IATF 16949",45,"Net 45",18,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Eco-friendly panel production, Carbon neutrality 2050",1,7.2%
Quantum dot optical devices,LG Display,"Seoul, South Korea","Seoul (South Korea), Paju (South Korea), Guangzhou (China), San Jose (USA)",procurement@lgdisplay.com,www.lgdisplay.com,4.7,140,"$23,500,000,000",1999,60000,"Jeong Ho-young, +82-2-3777-1114","ISO 9001, ISO 14001, IATF 16949",30,"Net 45",12,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Carbon-free 2030, Zero waste manufacturing",1,5.8%
Quantum dot optical devices,Nanosys,"Milpitas, California, USA","Milpitas (USA), Sunnyvale (USA), Seoul (South Korea)",procurement@nanosys.com,www.nanosys.com,4.6,60,"$85,000,000",2001,150,"Jason Hartlove, +1-408-962-7700","ISO 9001, ISO 14001",21,"Net 30",12,"ISO 9001:2015, ISO 14001","Sustainable quantum dot technology, Cadmium-free materials",1,14.6%
Quantum dot optical devices,Nanoco Technologies,"Manchester, UK","Manchester (UK), Runcorn (UK), Boston (USA), Tokyo (Japan)",procurement@nanocotechnologies.com,www.nanocotechnologies.com,4.5,45,"$42,000,000",2001,80,"Brian Tenner, +44-161-603-7900","ISO 9001, ISO 14001",21,"Net 30",12,"ISO 9001:2015, ISO 14001","Heavy metal-free quantum dots, Sustainable manufacturing",1,19.5%
Quantum dot optical devices,Quantum Materials Corp,"San Marcos, Texas, USA","San Marcos (USA), San Jose (USA)",procurement@qmcdots.com,www.qmcdots.com,4.4,30,"$15,000,000",2007,45,"Stephen Squires, +1-512-577-0660","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Green quantum dot technology, Clean manufacturing",2,22.8%
Quantum dot optical devices,BOE Technology Group,"Beijing, China","Beijing (China), Hefei (China), Chengdu (China), San Jose (USA)",procurement@boe.com,www.boe.com,4.6,120,"$17,500,000,000",1993,65000,"Chen Yanshun, +86-10-6096-5800","ISO 9001, ISO 14001, IATF 16949",45,"Net 60",18,"ISO 9001:2015, ISO 14001, IATF 16949:2016","Green display technology, Energy efficiency goals",1,8.3%
Quantum dot optical devices,Avantama AG,"Stafa, Switzerland","Stafa (Switzerland), Zurich (Switzerland)",procurement@avantama.com,www.avantama.com,4.5,25,"$18,000,000",2007,30,"Dr. Samuel Halim, +41-44-501-8150","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Swiss clean technology, Sustainable nanomaterials",2,27.5%
Quantum dot optical devices,VerLASE Technologies,"Bridgewater, New Jersey, USA","Bridgewater (USA), Boston (USA)",procurement@verlase.com,www.verlase.com,4.4,20,"$12,000,000",2013,25,"George Powch, +1-617-661-9627","ISO 9001",21,"Net 30",6,"ISO 9001:2015","Eco-friendly quantum well technology, Energy efficient processes",2,31.2%
Quantum dot optical devices,QD Laser,"Kanagawa, Japan","Kanagawa (Japan), Tokyo (Japan), Palo Alto (USA)",procurement@qdlaser.com,www.qdlaser.com,4.5,35,"$28,000,000",2006,65,"Mitsuru Sugawara, +81-44-333-3338","ISO 9001, ISO 14001",30,"Net 30",12,"ISO 9001:2015, ISO 14001","Japanese green photonics initiative, Sustainable manufacturing",2,17.5%
